Item Type;Publication Year;Publication Title;Author;Title;Date;Url;ISBN;ISSN;DOI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2017;Variety;Hopewell, John;U.K. Security Minister Ben Wallace Calls for Tech Giant Tax Fines;31/12/2017;https://variety.com/2017/digital/news/u-k-security-minister-ben-wallace-facebook-google-youtube-tax-fines-failing-to-help-combat-extremism-1202650418/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2017;Voice of America;Press, Associated;Facebook, Twitter, Google Sued Over San Bernardino Attack;04/05/2017;https://www.voanews.com/a/facebook-twitter-google-sued-san-bernardino-attack/3838365.html;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2017;;CA/B Forum;Baseline Requirements Certificate Policy for the Issuance and Management of Publicly-Trusted Certificates, v. 1.4.4;17/03/2017;https://cabforum.org/wp-content/uploads/CA-Browser-Forum-BR-1.4.4.pdf?ref=scotthelme.co.uk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2017;;Defense One Tech Summit;Defense One Tech Summit 2017;20/07/2017;http://www.defenseone.com/feature/defense-one-tech-summit-2017/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2018;Business Insider Nederland;Sandoval, Greg;Thousands of Google employees asked CEO Sundar Pichai to stop providing AI tech for the US military's drones;04/04/2018;https://www.businessinsider.nl/google-employees-letter-urges-sundar-pichai-end-pentagon-ai-contract-2018-4/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2018;Business Insider Nederland;Sandoval, Greg;After a dozen employees quit in protest, Google has reportedly decided not to renew its contract for military drone initiative Project Maven;02/06/2018;https://www.businessinsider.nl/google-caves-to-criticism-over-military-drone-work-wont-renew-project-maven-pentagon-contract-2018-6/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2018;C4ISRNet;Atherton, Kelsey;Targeting the future of the DoD’s controversial Project Maven initiative;17/12/2018;https://www.c4isrnet.com/it-networks/2018/07/27/targeting-the-future-of-the-dods-controversial-project-maven-initiative/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2018;Coworker.org;Tech Workers Coalition;Tech should not be in the business of war;03/08/2018;https://www.coworker.org/petitions/tech-should-not-be-in-the-business-of-war;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2018;Forbes;Eccles, Robert G.;The Curious Case Of Alphabet's Lack Of Reporting Transparency;06/07/2018;https://www.forbes.com/sites/bobeccles/2018/07/06/the-curious-case-of-alphabets-lack-of-reporting-transparency/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2018;Gizmodo;Conger, Kate;Google Employees Resign in Protest Against Pentagon Contract;14/05/2018;https://gizmodo.com/google-employees-resign-in-protest-against-pentagon-con-1825729300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2018;Gizmodo;Conger, Kate;Google Plans Not to Renew Its Contract for Project Maven, a Controversial Pentagon Drone AI Imaging Program;01/06/2018;https://gizmodo.com/google-plans-not-to-renew-its-contract-for-project-mave-1826488620;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2018;Gizmodo;"Conger, Kate; Cameron, Dell";Google Is Helping the Pentagon Build AI for Drones;06/03/2018;https://gizmodo.com/google-is-helping-the-pentagon-build-ai-for-drones-1823464533;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2018;Google;Greene, Diane;Incorporating Google’s AI Principles into Google Cloud;07/06/2018;https://blog.google/products/google-cloud/incorporating-googles-ai-principles-google-cloud/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2018;Google;Pichai, Sundar;AI at Google: our principles;07/06/2018;https://blog.google/technology/ai/ai-principles/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2018;Google The Keyword;Walker, Kent;Supporting election integrity through greater advertising transparency;04/05/2018;https://blog.google/outreach-initiatives/public-policy/supporting-election-integrity-through-greater-advertising-transparency/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2018;Medium;CloudOps;The Containerization of Machine Learning: TensorFlow, Kubernetes and Kubeflow;27/11/2018;https://medium.datadriveninvestor.com/the-containerization-of-machine-learning-tensorflow-kubernetes-and-kubeflow-93bcdfb01ad5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2018;Mozilla Security Blog;Wilson, Kathleen;Distrust of Symantec TLS Certificates;12/03/2018;https://blog.mozilla.org/security/2018/03/12/distrust-symantec-tls-certificates;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2018;New Scientist;"New Scientist; Press Association";Google tracks your location even if you switch off location tracking;14/08/2018;https://www.newscientist.com/article/2176663-google-tracks-your-location-even-if-you-switch-off-location-tracking/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2018;TechRepublic;Matteson, Scott;How to add a trusted CA certificate to Chrome and Firefox;25/07/2018;https://www.techrepublic.com/article/how-to-add-a-trusted-certificate-authority-certificate-to-chrome-and-firefox/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2018;The Intercept;Fang, Lee;Google Is Quietly Providing AI Technology for Drone Strike Targeting Project;06/03/2018;https://theintercept.com/2018/03/06/google-is-quietly-providing-ai-technology-for-drone-strike-targeting-project/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2018;The Intercept;Fang, Lee;Leaked Emails Show Google Expected Lucrative Military Drone AI Work to Grow Exponentially;01/06/2018;https://theintercept.com/2018/05/31/google-leaked-emails-drone-ai-pentagon-lucrative/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2018;The Intercept;Gallagher, Ryan;Lawmakers Pressure Google Over “Deeply Troubling” China Censorship Project;04/08/2018;https://theintercept.com/2018/08/04/senators-pressure-google-china-censorship-dragonfly/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2018;The Intercept;Gallagher, Ryan;Rights Groups Turn Up Pressure on Google Over China Censorship Ahead of Congressional Hearing;11/12/2018;https://theintercept.com/2018/12/10/rights-groups-pressure-google-on-china-censorship-ahead-of-congressional-hearing/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2018;The Intercept;Gallagher, Ryan;Google CEO Hammered by Members of Congress on China Censorship Plan;11/12/2018;https://theintercept.com/2018/12/11/google-congressional-hearing/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2018;The Intercept;Gallagher, Ryan;"Google's Secret China Project ""Effectively Ended"" After Internal Confrontation";17/12/2018;https://theintercept.com/2018/12/17/google-china-censored-search-engine-2/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2018;The Verge;Ong, Thuy;Raleigh police are asking Google to turn over details of devices close to crime scenes;19/03/2018;https://www.theverge.com/2018/3/19/17138846/google-police-location-data-crime-scenes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2018;The Verge;Vincent, James;Google is using its AI skills to help the Pentagon learn to analyze drone footage;06/03/2018;https://www.theverge.com/2018/3/6/17086276/google-ai-military-drone-analysis-pentagon-project-maven-tensorfow;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2018;TIME;Abramson, Alana;Google Spent Millions More Than its Rivals Lobbying Politicians Last Year;24/01/2018;https://time.com/5116226/google-lobbying-2017/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2018;;Magnuson, Stew;Dunford Slams Google for Working with China, But Not U.S. Military;18/11/2018;https://www.nationaldefensemagazine.org/articles/2018/11/18/dunford-slams-google-for-working-with-china-but-not-us-military;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2018;;;180620 Congressional Letter to Mr Sundar Pichai - DocumentCloud;20/06/2018;https://www.documentcloud.org/documents/4529987-180620-Congressional-Letter-to-Mr-Sundar-Pichai.html;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2019;#TFWorld TF 2.0 Challenge!;TensorFlow;#TFWorld TF 2.0 Challenge!;2019;https://tfworld.devpost.com/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2019;Adem Caudill;Caudill, Adam;TLS: 64bit-ish Serial Numbers & Mass Revocation;10/03/2019;https://adamcaudill.com/2019/03/09/tls-64bit-ish-serial-numbers-mass-revocation/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2019;Ars Technica;Goodin, Dan;A world of hurt after GoDaddy, Apple, and Google misissue >1 million certificates;12/03/2019;https://arstechnica.com/information-technology/2019/03/godaddy-apple-and-google-goof-results-in-1-million-misissued-certificates/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2019;Bugzilla;Sleevi, Ryan;1535871 - PKIoverheid: KPN Insufficient Serial Number Entropy;23/07/2019;https://bugzilla.mozilla.org/show_bug.cgi?id=1535871;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2019;Bugzilla;van den Berge, Jochem;1535871 - PKIoverheid: KPN Insufficient Serial Number Entropy;13/03/2019;https://bugzilla.mozilla.org/show_bug.cgi?id=1535871;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2019;Bugzilla;;1532842 - Google Trust Services: 63 bit serial numbers in some certificates;05/03/2019;https://bugzilla.mozilla.org/show_bug.cgi?id=1532842;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2019;Bugzilla;;1533655 - DigiCert: Apple: Non-compliant Serial Numbers;07/03/2019;https://bugzilla.mozilla.org/show_bug.cgi?id=1533655;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2019;Bugzilla;;1533774 - GoDaddy: Insufficient serial number entropy;08/03/2019;https://bugzilla.mozilla.org/show_bug.cgi?id=1533774;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2019;Bugzilla;;1535871 - PKIoverheid: KPN Insufficient Serial Number Entropy;16/03/2019;https://bugzilla.mozilla.org/show_bug.cgi?id=1535871;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2019;Bugzilla;;1532842 - Google Trust Services: 63 bit serial numbers in some certificates;05/03/2019;https://bugzilla.mozilla.org/show_bug.cgi?id=1532842;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2019;Bugzilla;;1533655 - DigiCert: Apple: Non-compliant Serial Numbers;07/03/2019;https://bugzilla.mozilla.org/show_bug.cgi?id=1533655;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2019;Business Insider;Peterson, Becky;Palantir grabbed Project Maven defense contract after Google left the program: sources;12/10/2019;https://www.businessinsider.com/palantir-took-over-from-google-on-project-maven-2019-12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2019;Business Insider Nederland;"Hartmans, Avery; Meisenzahl, Mary";Here are all the companies and divisions under Google's parent company, Alphabet, which just had a major shake-up at the top;04/12/2019;https://www.businessinsider.nl/alphabet-google-company-list-2017-4/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2019;C-SPAN.org;Walker, Kent;National Security Commission on Artificial Intelligence Conference, Public-Private Partnerships;11/05/2019;https://www.c-span.org/video/?466064-2/national-security-commission-artificial-intelligence-conference-public-private-partnerships&event=466064&playEvent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2019;C4ISRNet;Atherton, Kelsey;Why won’t the National Security Commission share its thoughts on AI?;15/07/2019;https://www.c4isrnet.com/artificial-intelligence/2019/07/15/national-security-commission-on-ai-meets-again/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2019;CA/Browser Forum;;Ballot SC022v2: Reduce Certificate Lifetimes;10/09/2019;https://cabforum.org/2019/09/10/ballot-sc022v2-reduce-certificate-lifetimes/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2019;CRN;Tsidulko, Joseph;Google Releases Anthos, Making Push Into Competitors' Clouds | CRN;09/04/2019;https://www.crn.com/news/cloud/google-releases-anthos-making-push-into-competitors-clouds;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2019;Defense One;Tucker, Patrick;Google Wants More Work from the Defense Department;06/11/2019;https://www.defenseone.com/technology/2019/11/google-we-want-more-work-defense-department/161133/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2019;European Commission Newsroom;European Commission;Countering illegal hate speech online #NoPlace4Hate;18/03/2019;https://ec.europa.eu/newsroom/just/items/54300/en;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2019;Fast Company;Zuboff, Shoshana;Why Facebook and Google don't care about their scandals--or you;22/02/2019;https://www.fastcompany.com/90303274/why-facebook-and-google-wont-change;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2019;Forbes;Schmelzer, Ron;There’s No Such Thing As The Machine Learning Platform;12/12/2019;https://www.forbes.com/sites/cognitiveworld/2019/12/12/theres-no-such-thing-as-the-machine-learning-platform/?sh=2a1bf2d7a8dd;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2019;Google Cloud Blog;Frey, Tracy;Increasing transparency with Google Cloud Explainable AI;21/11/2019;https://cloud.google.com/blog/products/ai-machine-learning/google-cloud-ai-explanations-to-increase-fairness-responsibility-and-trust;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2019;Google Cloud Blog;Wiley, Craig;TensorFlow Enterprise: Supported, scalable, and seamless TensorFlow in the cloud;31/10/2019;https://cloud.google.com/blog/products/ai-machine-learning/introducing-tensorflow-enterprise-supported-scalable-and-seamless-tensorflow-in-the-cloud;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2019;Google Transparency Report;Google;Legal process for user data requests FAQs - Transparency Report Help Center;02/08/2019;https://web.archive.org/web/20190802130044/https:/support.google.com/transparencyreport/answer/7381738?hl=en&ref_topic=7380433;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2019;Hackster.io;Team little lookout;Person Detection with TensorFlow and Arduino;24/10/2019;https://www.hackster.io/little_lookout/person-detection-with-tensorflow-and-arduino-47ae01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2019;icrc.org;ICRC;Autonomy, artificial intelligence and robotics: Technical Aspects of Human Control;20/08/2019;https://www.icrc.org/en/document/autonomy-artificial-intelligence-and-robotics-technical-aspects-human-control;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2019;Inc.com;Aten, Jason;This is Google's Most Important Business (No, It Isn't Search Advertising);24/07/2019;https://www.inc.com/jason-aten/this-is-googles-most-important-business-no-it-isnt-search-advertising.html;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2019;Kaggle;Jigsaw;Jigsaw Unintended Bias in Toxicity Classification;2019;https://kaggle.com/jigsaw-unintended-bias-in-toxicity-classification;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2019;Medium;Googlers Against Transphobia;Googlers Against Transphobia and Hate;08/04/2019;https://medium.com/@against.transphobia/googlers-against-transphobia-and-hate-b1b0a5dbf76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2019;Medium;Hale, Jeff;Which Deep Learning Framework is Growing Fastest?;01/04/2019;https://towardsdatascience.com/which-deep-learning-framework-is-growing-fastest-3f77f14aa318;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2019;Mozilla Security Blog;Wilson, Kathleen;Mozilla’s Common CA Database (CCADB) promotes Transparency and Collaboration;15/04/2019;https://blog.mozilla.org/security/2019/04/15/common-ca-database-ccadb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2019;Security.nl;Security.NL;Logius laat mogelijk duizenden PKIoverheid-certificaten intrekken;14/03/2019;https://www.security.nl/posting/601483/Logius+laat+mogelijk+duizenden+PKIoverheid-certificaten+intrekken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2019;Security.NL;Security.NL;Logius werkt aan plan voor vervangen PKIoverheid-certificaten;22/03/2019;https://www.security.nl/posting/602663/Logius+werkt+aan+plan+voor+vervangen+PKIoverheid-certificaten;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2019;TechCrunch;Shieber, Jonathan;Labelbox raises $10 million for its services to support machine learning applications;09/04/2019;https://techcrunch.com/2019/04/09/labelbox-raises-10-million-for-its-services-to-support-machine-learning-applications/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2019;The Atlantic;Madrigal, Alexis C.;The End of Cyberspace;01/05/2019;https://www.theatlantic.com/technology/archive/2019/05/the-end-of-cyberspace/588340/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2019;The Intercept;Biddle, Sam;Pentagon Says All of Google’s Work on Drones Is Exempt From the Freedom of Information Act;25/03/2019;https://theintercept.com/2019/03/25/google-project-maven-pentagon-foia/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2019;The Intercept;Fang, Lee;Google Hired Gig Economy Workers to Improve Artificial Intelligence in Controversial Drone-Targeting Project;04/02/2019;https://theintercept.com/2019/02/04/google-ai-project-maven-figure-eight/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2019;The Intercept;Fang, Lee;Google Hedges on Promise to End Controversial Involvement in Military Drone Contract;01/03/2019;https://theintercept.com/2019/03/01/google-project-maven-contract/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2019;The Intercept;Fang, Lee;Defense Tech Startup Founded by Trump's Most Prominent Silicon Valley Supporters Wins Secretive Military AI Contract;09/03/2019;https://theintercept.com/2019/03/09/anduril-industries-project-maven-palmer-luckey/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2019;The Intercept;Fang, Lee;Google Continues Investments in Military and Police AI Technology Through Venture Capital Arm;23/07/2019;https://theintercept.com/2019/07/23/google-ai-gradient-ventures/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2019;The Intercept;Ochigame, Rodrigo;How Big Tech Manipulates Academia to Avoid Regulation;20/12/2019;https://theintercept.com/2019/12/20/mit-ethical-ai-artificial-intelligence/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2019;The Register;Nichols, Shaun;Web body mulls halving HTTPS cert lifetimes. That screaming in the distance is HTTPS cert sellers fearing orgs will bail for Let's Encrypt;13/08/2019;https://www.theregister.com/2019/08/13/site_certificate_lifetimes/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2019;The SSL Store;Nohe, Patrick;The TLS Handshake: Taking a closer look - Hashed Out by The SSL Store™;30/04/2019;https://web.archive.org/web/20220304230920/https://www.thesslstore.com/blog/explaining-ssl-handshake/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2019;The Verge;Kelly, Makena;Google hired microworkers to train its controversial Project Maven AI;04/02/2019;https://www.theverge.com/2019/2/4/18211155/google-microworkers-maven-ai-train-pentagon-pay-salary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2019;The Verge;Vincent, James;OpenAI has published the text-generating AI it said was too dangerous to share;07/11/2019;https://www.theverge.com/2019/11/7/20953040/openai-text-generation-ai-gpt-2-full-model-release-1-5b-parameters;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2019;U.S. Department of Defense;Shanahan, Lt. Gen. Jack;Lt. Gen. Jack Shanahan Media Briefing on A.I.-Related Initiatives within the Department of;10/08/2019;https://www.defense.gov/News/Transcripts/Transcript/Article/1949362/lt-gen-jack-shanahan-media-briefing-on-ai-related-initiatives-within-the-depart/https%3A%2F%2Fwww.defense.gov%2FNews%2FTranscripts%2FTranscript%2FArticle%2F1949362%2Flt-gen-jack-shanahan-media-briefing-on-ai-related-initiatives-within-the-depart%2F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2019;;Bohm, Jakob;Re: How harsh (in general) should Mozilla be towards CAs?;09/11/2019;https://www.mail-archive.com/dev-security-policy@lists.mozilla.org/msg10805.html;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2019;;Office of the Secretary of Defense;Exhibit R-2. RDTandE Budget Item Justification, Intelligence Capabilities and Innovation.;01/02/2019;https://www.dacis.com/budget/budget_pdf/FY20/RDTE/D/0305245D8Z_187.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2019;;OpenAI;Better language models and their implications;14/02/2019;https://openai.com/index/better-language-models/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2019;;van den Berge, Jochem;Pre-Incident report: PKIoverheid Serial Number Entropy;13/03/2019;https://groups.google.com/g/mozilla.dev.security.policy/c/r9C_Mh9Du_g/m/nZ50IA1mBQAJ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2019;;van den Berge, Jochem;Pre-Incident report: PKIoverheid Serial Number Entropy;29/03/2019;https://groups.google.com/g/mozilla.dev.security.policy/c/r9C_Mh9Du_g/m/nZ50IA1mBQAJ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2019;;van den Berge, Jochem;Pre-Incident report: PKIoverheid Serial Number Entropy;22/03/2019;https://groups.google.com/g/mozilla.dev.security.policy/c/r9C_Mh9Du_g/m/iPRGzNd8BwAJ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2019;;van den Berge, Jochem;Pre-Incident report: PKIoverheid Serial Number Entropy;13/03/2019;https://groups.google.com/g/mozilla.dev.security.policy/c/r9C_Mh9Du_g/m/xtMrK1viCgAJ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2020;Apple Support;Apple Support (UK);About upcoming limits on trusted certificates;03/11/2020;https://support.apple.com/en-gb/102028;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2020;BBC;Shead, Sam;Researchers: Are we on the cusp of an ‘AI winter’?;12/01/2020;https://www.bbc.com/news/technology-51064369;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2020;Bugzilla;;"1684158 - PKIoverheid: Removal of websites trust bit for ""Staat der Nederlanden Root CA – G3""";24/12/2020;https://bugzilla.mozilla.org/show_bug.cgi?id=1684158;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2020;Bugzilla;;1649964 - PKIoverheid: Incorrect OCSP Delegated Responder Certificate;01/07/2020;https://bugzilla.mozilla.org/show_bug.cgi?id=1649964;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2020;C4ISRNet;Strout, Nathan;This platform will help train AI algorithms for the military;20/05/2020;https://www.c4isrnet.com/artificial-intelligence/2020/05/20/this-platform-will-help-train-ai-algorithms-for-the-military/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2020;CA/Browser Forum;;Ballot SC031: Browser Alignment;16/07/2020;https://cabforum.org/2020/07/16/ballot-sc031-browser-alignment/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2020;CAB Forum;;Ballot SC31: Browser Alignment;16/07/2020;https://cabforum.org/2020/07/16/ballot-sc31-browser-alignment/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2020;Chief Information Officer - U.S. Department of Defense;Vergun, David;Delivering AI to Warfighters Is Strategic Imperative;10/09/2020;https://dodcio.defense.gov/In-the-News/News-Display/Article/2347200/delivering-ai-to-warfighters-is-strategic-imperative/https%3A%2F%2Fdodcio.defense.gov%2FIn-the-News%2FNews-Display%2FArticle%2F2347200%2Fdelivering-ai-to-warfighters-is-strategic-imperative%2F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2020;Chromium;Sleevi, Ryan;Enforce 398-day validity for certificates issued on-or-after 2020-09-01 (2258372) · Gerrit Code Review;23/06/2020;https://chromium-review.googlesource.com/c/chromium/src/+/2258372;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
